reporting-organisation,iati-identifier,aid_project_title,activity_description,full_details,default-currency_for_amounts,total_commitments,total_disbursements,total_reimbursements,total_expenditure,total_incoming-funds,total_loan-repayment,total_interest-repayment,start-planned_iso-date,start-planned,start-actual_iso-date,start-actual,end-planned_iso-date,end-planned,end-actual_iso-date,end-actual,funding-organisations,extending-organisations,accountable-organisations,implementing-organisations,recipient-country_codes,recipient-countries,recipient-country_percentages,recipient-region_codes,recipient-regions,recipient-region_percentages,activity-website,activity-status_code,activity-status,collaboration-type_code,collaboration-type,conditions-attached,condition_types,conditions,sectors,sector_vocabularies,sector_codes,sector_percentages,policy-markers,policy-marker_vocabularies,policy-marker_significance,policy-marker_codes,contact-info_organisation,contact-info_person-name,contact-info_person-name,contact-info_email,contact-info_mailing-address,default-aid-type_code,default-aid-type,default-finance-type_code,default-finance-type,default-flow-type_code,default-flow-type,default-tied-status_code,default-tied-status,related-activities,related-activity_types,last-updated-datetime
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/203/010,INACTIVE:PCR5 - YE202 - QUALITY BASIC EDUCATION,"inactive FOR DATA MIGRATION: 2.1  - Kaduna - Quality educational planning, which contributes to Equitable Access To Quality Education. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  PCR5 - YE202 - Federal and 24 states have and apply capacities for developing and implementing SESP/SESOP that promote Child/Girl-
Friendly Schooling.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/203/010,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",System strengthening - inclusive education for children with disabilities ; Education policy and administrative management; Quality Education,99; 1; 7,22-01-06; 11110; 4,100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/203 PCR5 - YE202 - QUALITY BASIC EDUCATION,1,2022-05-27T00:15:32-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/304/003,INACTIVE:PCR8 - YW303 - IMPROVING ACCESS AND USE,"inactive FOR DATA MIGRATION: 2.1 - Enugu -  Improving access to sanitation, which contributes to Water. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result: PCR8 - YW303  - 3.5% increase in the population including those in lowest wealth quintile use improved sanitation facilities.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/304/003,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Water supply - safety/quality/treatment (including household treatment and safe storage) ; Public finance management (PFM); Clean Water and Sanitation,99; 1; 7,24-01-08; 14030; 6,100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/304 PCR8 - YW303 - IMPROVING ACCESS AND USE,1,2022-05-27T00:15:33-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/405/009,INACTIVE:Programme Component Results (PCR) 11-YJ404 - PAEDIATRIC TREATMT & CARE,"inactive FOR DATA MIGRATION: 2.1  - Bauchi -  Institutional Capacity development, which contributes to Hiv Prevention, Treatment And Care Of Children Living With Hiv. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   Programme Component Results (PCR) 11-YJ404 - By the end of 2013, at least 30% of children in need receive ARVs in 11 states and FCT",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/405/009,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Infant and child HIV diagnosis (PITC) ; STD control including HIV/AIDS; Good Health and Well-being,99; 1; 7,21-06-01; 13040; 3,100; 100; 100,,1,1,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/405 PCR 11-YJ404 - PAEDIATRIC TREATMT & CARE,1,2022-05-27T00:15:33-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/505/018,INACTIVE:PCR13 - YS505 - CHILD PROTECTION SYSTEM,"inactive FOR DATA MIGRATION: 1.1 - Bauchi - CHILD JUSTICE, which contributes to Prevention And Response Services For Violence Against Children. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   Children benefitting from a child protection systems at national and state levels by 2013.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/505/018,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","ECD data, evidence, and knowledge generation and dissemination ; Social protection and welfare services policy, planning and administration; Quality Education",99; 1; 7,21-08-04; 16011; 4,100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/505 PCR13 - YS505 - CHILD PROTECTION SYSTEM,1,2022-05-27T00:15:33-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/708/019,INACTIVE:PCR2  - YH101- IMMUNIZATION SERVICES,"inactive  FOR DATA MIGRATION: 2.1 - Lagos - Improved Immunization Coverage, which contributes to Child Health. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   By end 2013, 80% of all children (boys and girls) under one year in selected High Burden (HB) States are fully immunized through
a system that guarantees sustainability and polio transmission is interrupted.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/708/019,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Immunization supply chain, including cold chain; Basic health care; Good Health and Well-being",99; 1; 7,21-02-02; 12220; 3,100; 100; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/708 PCR2  - YH101- IMMUNIZATION SERVICES,1,2022-05-27T00:15:34-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/05/002/003,11 STRATEGIC INFORMATION,"High quality innovation, evidence generation and knowledge management are supporting advocacy and leveraging resources for and
equitable programming on Children & Adolescent and HIV., which contributes to Hiv â€“ General, Treatment And Care Of Children Living With Hiv. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  By 2017, MTCT is eliminated  HIV transmission is reduced among especially vulnerable women, children and adolescents  and women,
children and adolescents living with HIV receive treatment, care and support",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/05/002/003,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",HIV health and community system strengthening to improve access and adherence; Infant and child HIV diagnosis (PITC) ; STD control including HIV/AIDS; Good Health and Well-being,99; 99; 1; 7,21-06-03; 21-06-01; 13040; 3,62.3; 37.7; 100; 100,,1,1,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/05/002 02 HIV/AIDS PREVENTION AND CONTROL,1,2022-05-27T00:15:34-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/305/003,9.1 - WATER & SAN. FACILITIES IN SCHOOLS,"9.1 - 53,000 boys and 49,000 girls in 367 schools including those from the lowest wealth quintile have access to and use improved
water and sanitation facillities., which contributes to Sanitation. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  PCR9 - YW303 - 350,000 pupils in 800 schools use improved water sources and sanitation facilities.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/305/003,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Adolescent development - health and wellbeing; Health education; Good Health and Well-being,99; 1; 7,21-09-07; 12261; 3,100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/305 PCR9 - YW303 - SCHOOL SANITATION AND HEA,1,2022-05-27T00:15:35-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/05/011/003,46 SUPPORT NATIONAL GENDER POLICY,"States have undertaken a gender review profile of the child and social protection policies/strategies in the current national
development plan cycle., which contributes to Human Rights Institutions, Other Cross-Sectoral Programme Areas. UNICEF aims to achieve this through Advocacy And Public Engagement, Evaluations, Research And Data, Operational Support To Programme Delivery. This contributes to the following Country Programme result: By 2017, vulnerable children and their families benefit from a child and gender-sensitive comprehensive social protection framework
which is applied across all States.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/05/011/003,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","CRC, CEDAW or CRPD - reporting ; CRC, CEDAW or CRPD - follow up on concluding observations ; Legal and policy framework related to violence, exploitation and abuse; Administrative costs (non-sector allocable); Public finance management (PFM); Peace, Justice and Strong Institutions",99; 99; 99; 1; 1; 7,26-06-09; 26-06-10; 23-01-01; 91010; 15160; 16,89; .1; 10.8; 89.2; 10.8; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/05/011 11 SOCIAL PROTECTION,1,2022-05-27T00:15:35-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/101/024,1.5. PROGRAMME MANAGEMENT SUPPORT,"1.5. Programme management Support aff salaries, capacity development and learning, and travels for field visits and programme
monitoring, which contributes to Child Health, Operations Support To Programme Delivery, Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  By end 2013, 50%  of most deprived pregnant women and children under-fiv e have access to and utilize quality Maternal, Neonatal, and Child Health (MNCH) Services and
high impact inter ventions in selected high burden States",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/101/024,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Technical assistance - Child health; Country programme process (including UNDAF planning and CCA); Technical assistance - Maternal and newborn health; Immunization supply chain, including cold chain; Basic health care; Health policy and administrative management; Good Health and Well-being; Administrative costs (non-sector allocable); Partnerships for the Goals",99; 99; 99; 99; 1; 1; 7; 1; 7,21-03-99; 26-01-01; 21-01-99; 21-02-02; 12220; 12110; 3; 91010; 17,0; 6.6; 92.5; .9; .9; 92.4; 93.4; 6.6; 6.6,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,"3210/A0/04/101 PCR1 - YH101 - MATERNAL, NEWBORN & CHILD",1,2022-05-27T00:15:35-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/05/005/002,22 DISCONT. EFFECTIVE GOV (GEP-OP 5),"DISCONTINUED FROM JAN 2015: Effective governance (SESP/SESOPs/LESOPs) at school, LGEA, State and National Level in 5 GEP States, which contributes to Education â€“ General, Equitable Access To Quality Education, Learning Outcomes. UNICEF aims to achieve this through Advocacy And Public Engagement, Developing And Leveraging Resources And Partnerships, Evaluations, Research And Data, Fostering Innovation And Use Of New Technologies, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  DISCONTINUED FROM JAN 2015: By 2017, at least 90% of target states and LGAs have strengthened education systems, strategies and
human resources that enable sustainable and equitable access to quality basic education by 2017",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/05/005/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Technical assistance - Equitable access to quality education; Provision of multiple-levels (or alternative pathways of education) teacher training ; System strengthening - inclusive education for children with disabilities ; Provision of early learning / pre-primary education teacher training ; Public finance management (PFM); Public finance management (PFM); Education policy and administrative management; Quality Education; Education; Education; Education,99; 99; 99; 99; 1; 1; 1; 7; 10; 10; 10,22-01-99; 22-02-10; 22-01-06; 22-02-07; 11130; 11240; 11110; 4; 3; 3; 3,0; 0; 98.9; 1.1; 1.1; 0; 98.9; 100; 0; 98.9; 1.1,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/05/005 05 DISCONT. EDUCATION POLICY & MGT,1,2022-05-27T00:15:36-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/05/008/003,37 STRENGTHEN FAMILIES AND COMMUNITIES,"'Child Protection - Strengthen families and communities: By 2017, the capacity of key institutions, civil society and communities
strengthened to promote positive gender-sensitive social norms to protect children from practices and behaviours harmful to them
including in humanitarian context in focus states, which contributes to Child Protection â€“ Strengthen Families And Communities, Harmful Practices (Fgm/C And Child Marriage), Prevention And Response Services For Violence Against Children. UNICEF aims to achieve this through Evaluations, Research And Data, Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result: A child protection system that responds to and protect children from violence, abuse and exploitation is operational and harmonized
across all States by 2017",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/05/008/003,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Social and behaviour change communication for child marriage; Social and behaviour change communication related to FGM/C; ECD data, evidence, and knowledge generation and dissemination ; Community and home based maternal and newborn care; Public finance management (PFM); Public finance management (PFM); Social protection and welfare services policy, planning and administration; Reproductive health care; Peace, Justice and Strong Institutions; Good Health and Well-being; Quality Education; Protection; Protection",99; 99; 99; 99; 1; 1; 1; 1; 7; 7; 7; 10; 10,23-02-03; 23-02-09; 21-08-04; 21-01-01; 15180; 16011; 16011; 13020; 16; 3; 4; 10; 10,22.3; 64; 10; 3.7; 64; 32.3; 32.3; 3.7; 86.3; 3.7; 10; 25.8; 74.2,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/05/008 08 CHILD PROTECTION SYSTEMS,1,2022-05-27T00:15:36-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/103/025,3.5 - PROG MGT SUPPORT NUTRITION (NEW),"Programme Management Support for Nutrition (NEW), which contributes to Child Health, Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Operational Support To Programme Delivery. This contributes to the following Country Programme result:      PCR3 - YN101 -  50% of Children 0-5 years are not experiencing acute malnutrition focusing on most disadvantaged children by
2013",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/103/025,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Technical assistance - Maternal and newborn health; Country programme process (including UNDAF planning and CCA); Health policy and administrative management; Administrative costs (non-sector allocable); Partnerships for the Goals; Good Health and Well-being,99; 99; 1; 1; 7; 7,21-01-99; 26-01-01; 12110; 91010; 17; 3,6.4; 93.6; 6.4; 93.6; 93.6; 6.4,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/103 PCR3 - YH101 -  NUTRITION,1,2022-05-27T00:15:37-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/06/800/001,GOVERNANCE AND SYSTEMS,"Financial and Administrative Management, which contributes to Field/Country Office Oversight, Management And Operations Support. UNICEF aims to achieve this through Operational Support To Programme Delivery. This contributes to the following Country Programme result:     Operational Effectiveness- Management Outcome: The identity, direction and well-being of UNICEF and staff are managed
efficiently and effectively to enable the achievement of results for children in the country.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/06/800/001,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,1,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Management and Operations support at CO ; Administrative costs (non-sector allocable); Partnerships for the Goals,99; 1; 7,38-05-04; 91010; 17,100; 100; 100,,1,1,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/06/800 OPERATIONAL EFFECTIVENESS,1,2022-05-27T00:15:37-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/05/002/002,10 ADOLESCENTS AND HIV/AIDS,"By 2017 partners at the Federal level and in UNICEF supported priority States have increased commitment and strengthened systems
for scaled-up delivery of HIV combination prevention, treatment and care services for adolescents., which contributes to Adolescents And Hiv/Aids, Treatment And Care Of Children Living With Hiv. UNICEF aims to achieve this through Advocacy And Public Engagement, Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  By 2017, MTCT is eliminated  HIV transmission is reduced among especially vulnerable women, children and adolescents  and women,
children and adolescents living with HIV receive treatment, care and support",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/05/002/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Support Policy and guidance developments and address barriers to accessing HIV services by adolescents including gender mainstreaming; Social mitigation of HIV/AIDS; Good Health and Well-being,99; 1; 7,21-06-08; 16064; 3,100; 100; 100,,1,1,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/05/002 02 HIV/AIDS PREVENTION AND CONTROL,1,2022-05-27T00:15:37-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/05/012/002,49 STRATEGIC CAPACITY FOR SOCIAL CHANGE,"2.4.4.2 Capacity of MDAs, CSOs and institutions at sub-national levels  developed on Communication for Development to catalyze
appropriate behaviors linked to maternal and child health, development, protection and participation, which contributes to Cross-Sectoral Communication For Development. UNICEF aims to achieve this through Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  By 2017, key Ministries, Departments and Agencies, knowledge institutions, media, private sector and community organisations are
effectively engaged in fostering changes in knowledge, attitudes and behaviours to protect, promote and fulfill the rights of
children and ensure child- sensitive public and corporate governance",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/05/012/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Technical assistance - Cross-sectoral communication for development; Advocacy and partnership-building for social behaviour change; Community engagement, participation and accountability; Administrative costs (non-sector allocable); Partnerships for the Goals",99; 99; 99; 1; 7,26-03-99; 26-03-01; 26-03-04; 91010; 17,41.4; 29.1; 29.5; 100; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/05/012 12 COMMUNICATION FOR DEVELOPMENT,1,2022-05-27T00:15:38-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/05/008/005,39 CHILD PROTECTION SYSTEMS,"By 2017, the capacity to plan and manage social welfare workforce, finance and age-/gender-appropriate services of child protection
systems to prevent and respond to violence, abuse, exploitation and neglect strengthened at Federal, State and LGA level, which contributes to Child Protection Systems, Prevention And Response Services For Violence Against Children. UNICEF aims to achieve this through Evaluations, Research And Data, Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result: A child protection system that responds to and protect children from violence, abuse and exploitation is operational and harmonized
across all States by 2017",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/05/008/005,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","ECD data, evidence, and knowledge generation and dissemination ; Violence, exploitation, and abuse - surveys (e.g. KAP, VACS), data analysis/research/evaluation evidence generation, synthesis, and use; Social welfare workforce systems strengthening (accreditation, staffing and supervision); Public finance management for child protection; Public finance management (PFM); Public finance management (PFM); Social protection and welfare services policy, planning and administration; Public finance management (PFM); Quality Education; Peace, Justice and Strong Institutions",99; 99; 99; 99; 1; 1; 1; 1; 7; 7,21-08-04; 23-01-19; 23-01-05; 23-01-06; 15117; 74020; 16011; 16011; 4; 16,21.6; 28.6; 43.2; 6.7; 6.7; 28.6; 64.8; 64.8; 21.6; 78.4,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/05/008 08 CHILD PROTECTION SYSTEMS,1,2022-05-27T00:15:38-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/05/010/003,43 COMMUNICATION/ ADVOCACY,"'The Media, CSOs and Goodwill Ambassadors have relevant information and are advocating for the realization of children rights, which contributes to Child Poverty / Public Finance For Children, Policy Advocacy â€“ Urban, Civil Society, Parliament, Environment, Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Advocacy And Public Engagement, Evaluations, Research And Data, Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  Child-focused evidence generated and used to influence Federal, State and select LGA policies, programmes, plans and budgets
towards addressing child equity and social inclusion by 2017.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/05/010/003,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","HQ and RO technical support to multiple Goal Areas; Child poverty public advocacy (media and social media, campaigns); Country programme process (including UNDAF planning and CCA); Administrative costs (non-sector allocable); Public finance management (PFM); No Poverty; Partnerships for the Goals",99; 99; 99; 1; 1; 7; 7,27-01-06; 25-01-03; 26-01-01; 91010; 16011; 1; 17,83; 0; 16.9; 100; 0; 0; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/05/010 10 EVIDENCE AND COMMUNICATION,1,2022-05-27T00:15:38-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/06/004/001,4.1 HEALTH SYSTEMS,"Output 4.1:  The health system at all levels have strengthened organisational capacities and systems to provide services for
prevention and treatment of HIV in women, children, adolescents and young people, including in emergencies, which contributes to Fast-Track The End Of Hiv/Aids, Hiv Prevention, Treatment And Care Of Children Living With Hiv. UNICEF aims to achieve this through Community Engagement, Social And Behaviour Change, Data, Research, Evaluation And Knowledge Management, Evaluations, Research And Data, Fostering Innovation And Use Of New Technologies, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result:  OUTCOME 4:  Children, adolescents and women, particularly in high HIV-burden states have increased access to and use quality
services to prevent and treat HIV",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/06/004/001,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,2,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Coordination support, Civil society support, Guideline development, Capacity development, M/E systems and Technical Support for HIV prevention, treatment and care ; ART in children and adolescents; Procurement and or supply management for HIV, Syphilis, Hepatitis B diagnostics and medicine, Hepatitis B vaccine; Treatment for PMTCT and infant ARV prophylaxis; HIV testing and counselling including EID, POC EID, PITC, ANC testing, Self testing, Retesting and Family based testing; HIV Prevention programs for adolescents, including key populations; including for condom programming, VMMC, harm reduction, PreP and sexuality education; HIV - Emergency preparedness and response including Post exposure prophylaxis and risk informed conflict sensitive HIV programming; HIV service access and quality improvement through system strengthening at facility and community levels; STD control including HIV/AIDS; Multi-hazard response preparedness; Good Health and Well-being",99; 99; 99; 99; 99; 99; 99; 99; 1; 1; 7,31-03-99; 31-03-02; 31-03-04; 31-03-06; 31-03-01; 31-03-08; 31-03-07; 31-03-03; 13040; 74020; 3,28.8; 11.3; 21.6; 20.2; 2.7; 3.3; .1; 11.9; 99.9; .1; 100,,1,1,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/06/004 04 HIV/AIDS,1,2022-05-27T00:15:39-04:00
